#### Nbr journees max, nbr equipes, nbr matchs
38, 159, 58715
#### Equipe 1, Equipe 2, Score 1, Score 2, Annee, journee, ID team 1, ID team 2
FCNantes,RCLens,1,1,1965,24,65,106
FCSochaux-Montbéliard,AngersSCO,2,0,1965,24,69,9
Forbach,StadedeReims,4,2,1965,24,71,134
GF38,BesançonRC,2,0,1965,24,73,26
LOSC,FCRouen1899,1,0,1965,24,84,66
RedStarFC,FCMetz,3,1,1965,24,112,61
SCToulon,RCStrasbourg,0,0,1965,24,122,111
SOMontpelliérain,RCParis,1,0,1965,24,128,107
StadeFrançais,GirondinsdeBordeaux,0,0,1965,24,135,74
USBoulogneCO,OGCNice,2,0,1965,24,146,91
ValenciennesFC,OlympiqueLyonnais,1,1,1965,24,155,96
AngersSCO,SCToulon,0,0,1965,23,9,122
ASBéziers,ASAixoise,0,3,1965,23,14,12
BesançonRC,ASCherbourg,0,2,1965,23,26,16
FCMetz,USBoulogneCO,3,1,1965,23,61,146
FCRouen1899,StadeFrançais,1,1,1965,23,66,135
GirondinsdeBordeaux,LOSC,2,0,1965,23,74,84
LimogesFC,SOMontpelliérain,1,0,1965,23,83,128
NîmesOlympique,FCNantes,0,3,1965,23,90,65
OGCNice,Forbach,4,0,1965,23,91,71
OlympiquedeMarseille,ASCannes,2,4,1965,23,94,15
OlympiqueLyonnais,ASMonaco,0,1,1965,23,96,20
RCLens,CSSedan,3,1,1965,23,106,40
RCParis,RedStarFC,2,1,1965,23,107,112
RCStrasbourg,ASSaint-Etienne,1,0,1965,23,111,24
StadedeReims,GF38,3,0,1965,23,134,73
StadeRennaisFC,ValenciennesFC,3,1,1965,23,138,155
ToulouseFC,FCSochaux-Montbéliard,1,0,1965,23,140,69
ASAixoise,BesançonRC,1,2,1965,22,12,26
ASCannes,ASBéziers,6,1,1965,22,15,14
ASCherbourg,StadedeReims,0,0,1965,22,16,134
ASMonaco,RCStrasbourg,0,1,1965,22,20,111
ASSaint-Etienne,FCRouen1899,1,3,1965,22,24,66
CSSedan,AngersSCO,1,0,1965,22,40,9
FCMetz,OGCNice,1,1,1965,22,61,91
FCNantes,GirondinsdeBordeaux,2,0,1965,22,65,74
FCSochaux-Montbéliard,NîmesOlympique,1,1,1965,22,69,90
GF38,Forbach,2,1,1965,22,73,71
LOSC,StadeFrançais,1,1,1965,22,84,135
RedStarFC,LimogesFC,2,0,1965,22,112,83
SCToulon,ToulouseFC,0,2,1965,22,122,140
SOMontpelliérain,OlympiquedeMarseille,1,0,1965,22,128,94
StadeRennaisFC,OlympiqueLyonnais,3,0,1965,22,138,96
USBoulogneCO,RCParis,1,0,1965,22,146,107
ValenciennesFC,RCLens,6,1,1965,22,155,106
AngersSCO,ValenciennesFC,2,2,1965,21,9,155
ASBéziers,SOMontpelliérain,1,1,1965,21,14,128
ASMonaco,FCRouen1899,1,0,1965,21,20,66
BesançonRC,ASCannes,1,0,1965,21,26,15
Forbach,ASCherbourg,0,1,1965,21,71,16
GirondinsdeBordeaux,SCToulon,3,0,1965,21,74,122
LimogesFC,USBoulogneCO,0,1,1965,21,83,146
NîmesOlympique,ASSaint-Etienne,1,0,1965,21,90,24
OGCNice,GF38,2,0,1965,21,91,73
OlympiquedeMarseille,RedStarFC,0,0,1965,21,94,112
OlympiqueLyonnais,FCSochaux-Montbéliard,2,1,1965,21,96,69
RCLens,StadeRennaisFC,1,1,1965,21,106,138
RCParis,FCMetz,1,0,1965,21,107,61
RCStrasbourg,LOSC,3,2,1965,21,111,84
StadedeReims,ASAixoise,2,0,1965,21,134,12
StadeFrançais,FCNantes,1,1,1965,21,135,65
ToulouseFC,CSSedan,5,0,1965,21,140,40
ASAixoise,Forbach,1,0,1965,20,12,71
ASCannes,StadedeReims,1,1,1965,20,15,134
ASCherbourg,GF38,1,1,1965,20,16,73
ASMonaco,GirondinsdeBordeaux,0,0,1965,20,20,74
ASSaint-Etienne,StadeFrançais,0,0,1965,20,24,135
CSSedan,OlympiqueLyonnais,4,1,1965,20,40,96
FCMetz,LimogesFC,1,3,1965,20,61,83
FCNantes,LOSC,1,1,1965,20,65,84
FCSochaux-Montbéliard,RCStrasbourg,0,2,1965,20,69,111
RCLens,NîmesOlympique,3,1,1965,20,106,90
RCParis,OGCNice,0,1,1965,20,107,91
RedStarFC,ASBéziers,3,2,1965,20,112,14
SCToulon,FCRouen1899,1,0,1965,20,122,66
SOMontpelliérain,BesançonRC,2,0,1965,20,128,26
StadeRennaisFC,AngersSCO,6,0,1965,20,138,9
USBoulogneCO,OlympiquedeMarseille,2,0,1965,20,146,94
ValenciennesFC,ToulouseFC,1,1,1965,20,155,140
ASBéziers,FCMetz,0,1,1965,2,14,61
ASCherbourg,ASAixoise,2,0,1965,2,16,12
BesançonRC,USBoulogneCO,2,2,1965,2,26,146
FCNantes,ASSaint-Etienne,4,1,1965,2,65,24
FCRouen1899,FCSochaux-Montbéliard,0,4,1965,2,66,69
Forbach,SOMontpelliérain,2,1,1965,2,71,128
GF38,ASCannes,1,1,1965,2,73,15
GirondinsdeBordeaux,CSSedan,5,1,1965,2,74,40
LOSC,ASMonaco,3,0,1965,2,84,20
NîmesOlympique,StadeRennaisFC,2,3,1965,2,90,138
OGCNice,LimogesFC,1,0,1965,2,91,83
OlympiquedeMarseille,RCParis,0,1,1965,2,94,107
OlympiqueLyonnais,AngersSCO,5,2,1965,2,96,9
RCStrasbourg,ValenciennesFC,3,3,1965,2,111,155
RedStarFC,StadedeReims,3,2,1965,2,112,134
StadeFrançais,SCToulon,3,2,1965,2,135,122
ToulouseFC,RCLens,2,2,1965,2,140,106
AngersSCO,RCLens,3,1,1965,19,9,106
ASBéziers,USBoulogneCO,2,1,1965,19,14,146
BesançonRC,RedStarFC,0,0,1965,19,26,112
FCRouen1899,FCNantes,1,3,1965,19,66,65
Forbach,ASCannes,1,1,1965,19,71,15
GF38,ASAixoise,1,1,1965,19,73,12
GirondinsdeBordeaux,FCSochaux-Montbéliard,1,0,1965,19,74,69
LimogesFC,RCParis,0,0,1965,19,83,107
LOSC,ASSaint-Etienne,3,3,1965,19,84,24
NîmesOlympique,ValenciennesFC,2,1,1965,19,90,155
OGCNice,ASCherbourg,4,2,1965,19,91,16
OlympiquedeMarseille,FCMetz,1,2,1965,19,94,61
OlympiqueLyonnais,SCToulon,1,0,1965,19,96,122
RCStrasbourg,CSSedan,2,0,1965,19,111,40
StadedeReims,SOMontpelliérain,0,0,1965,19,134,128
StadeFrançais,ASMonaco,3,2,1965,19,135,20
ToulouseFC,StadeRennaisFC,1,1,1965,19,140,138
AngersSCO,OlympiqueLyonnais,2,1,1965,18,9,96
ASAixoise,ASCherbourg,1,1,1965,18,12,16
ASCannes,GF38,1,0,1965,18,15,73
ASMonaco,LOSC,1,1,1965,18,20,84
ASSaint-Etienne,FCNantes,2,0,1965,18,24,65
CSSedan,GirondinsdeBordeaux,0,1,1965,18,40,74
FCMetz,ASBéziers,3,0,1965,18,61,14
FCSochaux-Montbéliard,FCRouen1899,2,3,1965,18,69,66
LimogesFC,OGCNice,2,1,1965,18,83,91
RCLens,ToulouseFC,1,1,1965,18,106,140
RCParis,OlympiquedeMarseille,1,3,1965,18,107,94
RedStarFC,StadedeReims,1,0,1965,18,112,134
SCToulon,StadeFrançais,2,1,1965,18,122,135
SOMontpelliérain,Forbach,3,1,1965,18,128,71
StadeRennaisFC,NîmesOlympique,4,0,1965,18,138,90
USBoulogneCO,BesançonRC,4,0,1965,18,146,26
ValenciennesFC,RCStrasbourg,3,0,1965,18,155,111
ASBéziers,RCParis,0,1,1965,17,14,107
ASCherbourg,ASCannes,0,0,1965,17,16,15
ASSaint-Etienne,ASMonaco,2,0,1965,17,24,20
BesançonRC,FCMetz,2,4,1965,17,26,61
FCNantes,SCToulon,5,1,1965,17,65,122
FCRouen1899,StadeRennaisFC,1,0,1965,17,66,138
Forbach,RedStarFC,0,0,1965,17,71,112
GF38,SOMontpelliérain,4,1,1965,17,73,128
GirondinsdeBordeaux,ValenciennesFC,1,0,1965,17,74,155
LOSC,FCSochaux-Montbéliard,3,0,1965,17,84,69
NîmesOlympique,AngersSCO,2,1,1965,17,90,9
OGCNice,ASAixoise,5,1,1965,17,91,12
OlympiquedeMarseille,LimogesFC,0,1,1965,17,94,83
RCStrasbourg,RCLens,3,0,1965,17,111,106
StadedeReims,USBoulogneCO,1,0,1965,17,134,146
StadeFrançais,CSSedan,1,0,1965,17,135,40
ToulouseFC,OlympiqueLyonnais,3,2,1965,17,140,96
AngersSCO,RCStrasbourg,0,0,1965,16,9,111
ASCannes,ASAixoise,2,0,1965,16,15,12
CSSedan,LOSC,0,0,1965,16,40,84
FCMetz,StadedeReims,1,0,1965,16,61,134
FCSochaux-Montbéliard,ASMonaco,3,0,1965,16,69,20
LimogesFC,ASBéziers,7,0,1965,16,83,14
OGCNice,OlympiquedeMarseille,1,0,1965,16,91,94
OlympiqueLyonnais,FCNantes,1,1,1965,16,96,65
RCLens,FCRouen1899,2,2,1965,16,106,66
RCParis,BesançonRC,0,1,1965,16,107,26
RedStarFC,GF38,4,1,1965,16,112,73
SCToulon,ASSaint-Etienne,1,3,1965,16,122,24
SOMontpelliérain,ASCherbourg,1,1,1965,16,128,16
StadeRennaisFC,GirondinsdeBordeaux,1,2,1965,16,138,74
ToulouseFC,NîmesOlympique,1,0,1965,16,140,90
USBoulogneCO,Forbach,2,1,1965,16,146,71
ValenciennesFC,StadeFrançais,0,0,1965,16,155,135
ASAixoise,ASCannes,0,0,1965,15,12,15
ASBéziers,LimogesFC,0,2,1965,15,14,83
ASCherbourg,SOMontpelliérain,2,2,1965,15,16,128
ASMonaco,SCToulon,1,0,1965,15,20,122
ASSaint-Etienne,FCSochaux-Montbéliard,0,0,1965,15,24,69
BesançonRC,RCParis,2,0,1965,15,26,107
FCNantes,CSSedan,2,2,1965,15,65,40
FCRouen1899,AngersSCO,0,1,1965,15,66,9
Forbach,USBoulogneCO,4,0,1965,15,71,146
GF38,RedStarFC,0,0,1965,15,73,112
GirondinsdeBordeaux,RCLens,0,0,1965,15,74,106
LOSC,ValenciennesFC,1,1,1965,15,84,155
NîmesOlympique,OlympiqueLyonnais,1,2,1965,15,90,96
OlympiquedeMarseille,OGCNice,2,3,1965,15,94,91
RCStrasbourg,ToulouseFC,5,3,1965,15,111,140
StadedeReims,FCMetz,2,0,1965,15,134,61
StadeFrançais,StadeRennaisFC,2,1,1965,15,135,138
AngersSCO,GirondinsdeBordeaux,2,1,1965,14,9,74
CSSedan,ASSaint-Etienne,1,0,1965,14,40,24
FCMetz,Forbach,3,0,1965,14,61,71
FCSochaux-Montbéliard,FCNantes,1,1,1965,14,69,65
LimogesFC,BesançonRC,2,0,1965,14,83,26
NîmesOlympique,RCStrasbourg,2,1,1965,14,90,111
OGCNice,ASCannes,3,1,1965,14,91,15
OlympiquedeMarseille,ASBéziers,0,0,1965,14,94,14
OlympiqueLyonnais,StadeFrançais,4,0,1965,14,96,135
RCLens,SCToulon,2,1,1965,14,106,122
RCParis,StadedeReims,4,3,1965,14,107,134
RedStarFC,ASCherbourg,5,1,1965,14,112,16
SOMontpelliérain,ASAixoise,2,1,1965,14,128,12
StadeRennaisFC,LOSC,3,3,1965,14,138,84
ToulouseFC,FCRouen1899,0,1,1965,14,140,66
USBoulogneCO,GF38,2,1,1965,14,146,73
ValenciennesFC,ASMonaco,3,0,1965,14,155,20
ASAixoise,RedStarFC,1,0,1965,13,12,112
ASBéziers,OGCNice,0,1,1965,13,14,91
ASCannes,SOMontpelliérain,4,1,1965,13,15,128
ASCherbourg,USBoulogneCO,0,1,1965,13,16,146
ASMonaco,CSSedan,0,4,1965,13,20,40
ASSaint-Etienne,ValenciennesFC,0,1,1965,13,24,155
BesançonRC,OlympiquedeMarseille,2,2,1965,13,26,94
FCNantes,StadeRennaisFC,2,3,1965,13,65,138
FCRouen1899,NîmesOlympique,1,0,1965,13,66,90
Forbach,RCParis,0,2,1965,13,71,107
GF38,FCMetz,1,0,1965,13,73,61
GirondinsdeBordeaux,ToulouseFC,4,2,1965,13,74,140
LOSC,AngersSCO,3,4,1965,13,84,9
RCStrasbourg,OlympiqueLyonnais,3,3,1965,13,111,96
SCToulon,FCSochaux-Montbéliard,0,1,1965,13,122,69
StadedeReims,LimogesFC,2,0,1965,13,134,83
StadeFrançais,RCLens,0,0,1965,13,135,106
AngersSCO,ASMonaco,0,0,1965,12,9,20
ASBéziers,BesançonRC,1,0,1965,12,14,26
CSSedan,SCToulon,3,2,1965,12,40,122
FCMetz,ASCherbourg,2,0,1965,12,61,16
LimogesFC,Forbach,2,0,1965,12,83,71
NîmesOlympique,LOSC,2,1,1965,12,90,84
OGCNice,SOMontpelliérain,2,0,1965,12,91,128
OlympiquedeMarseille,StadedeReims,1,1,1965,12,94,134
OlympiqueLyonnais,GirondinsdeBordeaux,0,0,1965,12,96,74
RCLens,FCSochaux-Montbéliard,2,3,1965,12,106,69
RCParis,GF38,2,2,1965,12,107,73
RCStrasbourg,FCRouen1899,3,0,1965,12,111,66
RedStarFC,ASCannes,3,1,1965,12,112,15
StadeRennaisFC,ASSaint-Etienne,2,1,1965,12,138,24
ToulouseFC,StadeFrançais,1,1,1965,12,140,135
USBoulogneCO,ASAixoise,0,2,1965,12,146,12
ValenciennesFC,FCNantes,2,1,1965,12,155,65
ASAixoise,FCMetz,1,2,1965,11,12,61
ASCannes,USBoulogneCO,2,2,1965,11,15,146
ASCherbourg,RCParis,2,1,1965,11,16,107
ASMonaco,StadeRennaisFC,2,1,1965,11,20,138
ASSaint-Etienne,RCLens,2,2,1965,11,24,106
BesançonRC,OGCNice,0,4,1965,11,26,91
FCNantes,RCStrasbourg,3,2,1965,11,65,111
FCRouen1899,OlympiqueLyonnais,1,1,1965,11,66,96
FCSochaux-Montbéliard,CSSedan,2,2,1965,11,69,40
Forbach,OlympiquedeMarseille,2,0,1965,11,71,94
GF38,LimogesFC,2,0,1965,11,73,83
GirondinsdeBordeaux,NîmesOlympique,2,1,1965,11,74,90
LOSC,ToulouseFC,0,2,1965,11,84,140
SCToulon,ValenciennesFC,1,3,1965,11,122,155
SOMontpelliérain,RedStarFC,1,1,1965,11,128,112
StadedeReims,ASBéziers,7,0,1965,11,134,14
StadeFrançais,AngersSCO,2,0,1965,11,135,9
AngersSCO,ASSaint-Etienne,0,1,1965,10,9,24
ASBéziers,Forbach,1,1,1965,10,14,71
ASCherbourg,LimogesFC,4,0,1965,10,16,83
BesançonRC,StadedeReims,0,2,1965,10,26,134
FCMetz,ASCannes,3,3,1965,10,61,15
FCRouen1899,CSSedan,2,0,1965,10,66,40
NîmesOlympique,StadeFrançais,3,0,1965,10,90,135
OGCNice,RedStarFC,2,1,1965,10,91,112
OlympiquedeMarseille,GF38,2,0,1965,10,94,73
OlympiqueLyonnais,LOSC,1,0,1965,10,96,84
RCLens,ASMonaco,2,0,1965,10,106,20
RCParis,ASAixoise,1,0,1965,10,107,12
RCStrasbourg,GirondinsdeBordeaux,0,0,1965,10,111,74
StadeRennaisFC,SCToulon,4,1,1965,10,138,122
ToulouseFC,FCNantes,3,0,1965,10,140,65
USBoulogneCO,SOMontpelliérain,1,0,1965,10,146,128
ValenciennesFC,FCSochaux-Montbéliard,1,0,1965,10,155,69
AngersSCO,ToulouseFC,2,4,1965,1,9,140
ASAixoise,OGCNice,3,0,1965,1,12,91
ASCannes,ASCherbourg,2,2,1965,1,15,16
ASMonaco,FCNantes,4,1,1965,1,20,65
ASSaint-Etienne,GirondinsdeBordeaux,0,1,1965,1,24,74
CSSedan,NîmesOlympique,4,2,1965,1,40,90
FCMetz,BesançonRC,1,1,1965,1,61,26
FCSochaux-Montbéliard,StadeFrançais,4,1,1965,1,69,135
LimogesFC,OlympiquedeMarseille,1,0,1965,1,83,94
RCLens,OlympiqueLyonnais,1,2,1965,1,106,96
RCParis,ASBéziers,0,2,1965,1,107,14
RedStarFC,Forbach,3,0,1965,1,112,71
SCToulon,LOSC,3,1,1965,1,122,84
SOMontpelliérain,GF38,3,1,1965,1,128,73
StadeRennaisFC,RCStrasbourg,1,2,1965,1,138,111
USBoulogneCO,StadedeReims,3,1,1965,1,146,134
ValenciennesFC,FCRouen1899,3,0,1965,1,155,66
ASAixoise,FCSochaux-Montbéliard,1,2,1964,9,12,69
ASBéziers,HavreAC,0,1,1964,9,14,77
ASCherbourg,Forbach,1,1,1964,9,16,71
ASSaint-Etienne,RCLens,1,0,1964,9,24,106
BesançonRC,SOMontpelliérain,3,3,1964,9,26,128
CSSedan,AngersSCO,2,1,1964,9,40,9
FCMetz,ASCannes,4,0,1964,9,61,15
FCNantes,StadedeReims,0,0,1964,9,65,134
GF38,LOSC,1,0,1964,9,73,84
OGCNice,FCRouen1899,2,0,1964,9,91,66
RCParis,OlympiqueLyonnais,1,3,1964,9,107,96
RCStrasbourg,NîmesOlympique,3,0,1964,9,111,90
RedStarFC,FCNancy,2,3,1964,9,112,64
SCToulon,OlympiquedeMarseille,2,3,1964,9,122,94
StadeRennaisFC,StadeFrançais,4,3,1964,9,138,135
ToulouseFC,GirondinsdeBordeaux,0,1,1964,9,140,74
USBoulogneCO,LimogesFC,5,1,1964,9,146,83
ValenciennesFC,ASMonaco,0,0,1964,9,155,20
AngersSCO,RCStrasbourg,1,1,1964,8,9,111
ASCannes,ASCherbourg,3,0,1964,8,15,16
ASMonaco,RCParis,5,3,1964,8,20,107
FCNancy,BesançonRC,0,0,1964,8,64,26
FCSochaux-Montbéliard,ASBéziers,1,0,1964,8,69,14
Forbach,GF38,0,1,1964,8,71,73
GirondinsdeBordeaux,FCRouen1899,2,0,1964,8,74,66
HavreAC,FCMetz,5,0,1964,8,77,61
LimogesFC,ASAixoise,2,2,1964,8,83,12
LOSC,RedStarFC,3,0,1964,8,84,112
NîmesOlympique,FCNantes,3,0,1964,8,90,65
OlympiquedeMarseille,USBoulogneCO,2,1,1964,8,94,146
OlympiqueLyonnais,CSSedan,2,0,1964,8,96,40
RCLens,OGCNice,2,1,1964,8,106,91
SOMontpelliérain,SCToulon,3,0,1964,8,128,122
StadedeReims,StadeRennaisFC,3,3,1964,8,134,138
StadeFrançais,ASSaint-Etienne,1,3,1964,8,135,24
ToulouseFC,ValenciennesFC,2,1,1964,8,140,155
ASBéziers,LimogesFC,2,0,1964,7,14,83
ASCherbourg,HavreAC,3,5,1964,7,16,77
ASSaint-Etienne,StadedeReims,1,1,1964,7,24,134
BesançonRC,LOSC,1,1,1964,7,26,84
CSSedan,ASMonaco,4,0,1964,7,40,20
FCMetz,FCSochaux-Montbéliard,2,4,1964,7,61,69
FCNantes,AngersSCO,1,0,1964,7,65,9
FCRouen1899,RCLens,3,0,1964,7,66,106
GF38,ASCannes,1,1,1964,7,73,15
OGCNice,StadeFrançais,3,1,1964,7,91,135
OlympiquedeMarseille,SOMontpelliérain,2,3,1964,7,94,128
RCParis,ToulouseFC,1,1,1964,7,107,140
RCStrasbourg,OlympiqueLyonnais,5,0,1964,7,111,96
RedStarFC,Forbach,2,1,1964,7,112,71
SCToulon,FCNancy,2,1,1964,7,122,64
StadeRennaisFC,NîmesOlympique,3,1,1964,7,138,90
USBoulogneCO,ASAixoise,1,0,1964,7,146,12
ValenciennesFC,GirondinsdeBordeaux,1,0,1964,7,155,74
AngersSCO,StadeRennaisFC,1,1,1964,6,9,138
ASAixoise,ASBéziers,1,0,1964,6,12,14
ASCannes,RedStarFC,4,5,1964,6,15,112
ASMonaco,RCStrasbourg,4,2,1964,6,20,111
FCNancy,OlympiquedeMarseille,4,3,1964,6,64,94
FCNantes,OlympiqueLyonnais,3,1,1964,6,65,96
FCSochaux-Montbéliard,ASCherbourg,2,2,1964,6,69,16
Forbach,BesançonRC,2,1,1964,6,71,26
GirondinsdeBordeaux,RCLens,1,1,1964,6,74,106
HavreAC,GF38,1,1,1964,6,77,73
LimogesFC,FCMetz,0,2,1964,6,83,61
LOSC,SCToulon,1,0,1964,6,84,122
NîmesOlympique,ASSaint-Etienne,0,2,1964,6,90,24
SOMontpelliérain,USBoulogneCO,2,2,1964,6,128,146
StadedeReims,OGCNice,2,0,1964,6,134,91
StadeFrançais,FCRouen1899,5,2,1964,6,135,66
ToulouseFC,CSSedan,2,0,1964,6,140,40
ValenciennesFC,RCParis,1,3,1964,6,155,107
ASCherbourg,LimogesFC,0,0,1964,5,16,83
ASSaint-Etienne,AngersSCO,2,2,1964,5,24,9
BesançonRC,ASCannes,0,0,1964,5,26,15
CSSedan,ValenciennesFC,0,2,1964,5,40,155
FCMetz,ASAixoise,2,0,1964,5,61,12
FCNantes,ASMonaco,1,3,1964,5,65,20
FCRouen1899,StadedeReims,3,4,1964,5,66,134
GF38,FCSochaux-Montbéliard,3,0,1964,5,73,69
OGCNice,NîmesOlympique,3,2,1964,5,91,90
OlympiquedeMarseille,LOSC,0,0,1964,5,94,84
RCLens,StadeFrançais,3,0,1964,5,106,135
RCParis,GirondinsdeBordeaux,3,1,1964,5,107,74
RCStrasbourg,ToulouseFC,1,1,1964,5,111,140
RedStarFC,HavreAC,1,1,1964,5,112,77
SCToulon,Forbach,1,0,1964,5,122,71
SOMontpelliérain,FCNancy,2,1,1964,5,128,64
StadeRennaisFC,OlympiqueLyonnais,2,3,1964,5,138,96
USBoulogneCO,ASBéziers,2,1,1964,5,146,14
AngersSCO,OGCNice,0,3,1964,4,9,91
ASAixoise,ASCherbourg,4,2,1964,4,12,16
ASBéziers,FCMetz,2,0,1964,4,14,61
ASCannes,SCToulon,1,0,1964,4,15,122
ASMonaco,StadeRennaisFC,3,2,1964,4,20,138
FCNancy,USBoulogneCO,3,0,1964,4,64,146
FCSochaux-Montbéliard,RedStarFC,2,2,1964,4,69,112
Forbach,OlympiquedeMarseille,2,0,1964,4,71,94
GirondinsdeBordeaux,StadeFrançais,4,1,1964,4,74,135
HavreAC,BesançonRC,1,0,1964,4,77,26
LimogesFC,GF38,3,2,1964,4,83,73
LOSC,SOMontpelliérain,2,0,1964,4,84,128
NîmesOlympique,FCRouen1899,0,2,1964,4,90,66
OlympiqueLyonnais,ASSaint-Etienne,4,5,1964,4,96,24
RCParis,CSSedan,2,2,1964,4,107,40
StadedeReims,RCLens,1,0,1964,4,134,106
ToulouseFC,FCNantes,1,0,1964,4,140,65
ValenciennesFC,RCStrasbourg,1,0,1964,4,155,111
ASCannes,USBoulogneCO,3,1,1964,34,15,146
ASSaint-Etienne,RCStrasbourg,2,2,1964,34,24,111
BesançonRC,ASCherbourg,5,2,1964,34,26,16
FCNancy,LimogesFC,1,2,1964,34,64,83
FCRouen1899,RCParis,1,2,1964,34,66,107
Forbach,HavreAC,0,2,1964,34,71,77
GF38,RedStarFC,3,2,1964,34,73,112
GirondinsdeBordeaux,AngersSCO,3,0,1964,34,74,9
LOSC,FCSochaux-Montbéliard,2,2,1964,34,84,69
NîmesOlympique,OlympiqueLyonnais,5,0,1964,34,90,96
OGCNice,CSSedan,2,4,1964,34,91,40
OlympiquedeMarseille,ASBéziers,1,1,1964,34,94,14
RCLens,ValenciennesFC,2,0,1964,34,106,155
SCToulon,FCMetz,1,0,1964,34,122,61
SOMontpelliérain,ASAixoise,4,2,1964,34,128,12
StadedeReims,ASMonaco,2,3,1964,34,134,20
StadeFrançais,ToulouseFC,0,0,1964,34,135,140
StadeRennaisFC,FCNantes,3,1,1964,34,138,65
AngersSCO,NîmesOlympique,0,1,1964,33,9,90
ASAixoise,OlympiquedeMarseille,2,1,1964,33,12,94
ASBéziers,SCToulon,0,3,1964,33,14,122
ASCannes,Forbach,1,1,1964,33,15,71
ASCherbourg,RedStarFC,3,3,1964,33,16,112
ASMonaco,StadeFrançais,0,1,1964,33,20,135
CSSedan,ASSaint-Etienne,3,0,1964,33,40,24
FCMetz,BesançonRC,5,0,1964,33,61,26
FCNantes,GirondinsdeBordeaux,4,1,1964,33,65,74
FCSochaux-Montbéliard,FCNancy,2,2,1964,33,69,64
HavreAC,LOSC,1,2,1964,33,77,84
LimogesFC,SOMontpelliérain,2,1,1964,33,83,128
OlympiqueLyonnais,StadedeReims,3,1,1964,33,96,134
RCParis,OGCNice,3,2,1964,33,107,91
RCStrasbourg,StadeRennaisFC,2,1,1964,33,111,138
ToulouseFC,RCLens,4,2,1964,33,140,106
USBoulogneCO,GF38,2,2,1964,33,146,73
ValenciennesFC,FCRouen1899,2,1,1964,33,155,66
ASAixoise,Forbach,2,0,1964,32,12,71
ASBéziers,LOSC,0,2,1964,32,14,84
ASCherbourg,SOMontpelliérain,1,1,1964,32,16,128
ASMonaco,NîmesOlympique,2,0,1964,32,20,90
CSSedan,FCRouen1899,2,1,1964,32,40,66
FCMetz,FCNancy,2,2,1964,32,61,64
FCNantes,ASSaint-Etienne,1,3,1964,32,65,24
FCSochaux-Montbéliard,HavreAC,4,0,1964,32,69,77
GF38,OlympiquedeMarseille,4,3,1964,32,73,94
LimogesFC,ASCannes,0,2,1964,32,83,15
OlympiqueLyonnais,AngersSCO,2,2,1964,32,96,9
RCParis,RCLens,3,2,1964,32,107,106
RCStrasbourg,OGCNice,2,1,1964,32,111,91
RedStarFC,SCToulon,1,2,1964,32,112,122
StadeRennaisFC,GirondinsdeBordeaux,2,2,1964,32,138,74
ToulouseFC,StadedeReims,0,0,1964,32,140,134
USBoulogneCO,BesançonRC,4,2,1964,32,146,26
ValenciennesFC,StadeFrançais,0,0,1964,32,155,135
AngersSCO,ASMonaco,4,4,1964,31,9,20
ASAixoise,FCNancy,2,0,1964,31,12,64
ASBéziers,SOMontpelliérain,1,1,1964,31,14,128
ASCherbourg,SCToulon,1,2,1964,31,16,122
ASSaint-Etienne,StadeRennaisFC,3,0,1964,31,24,138
FCMetz,OlympiquedeMarseille,0,0,1964,31,61,94
FCRouen1899,RCStrasbourg,3,0,1964,31,66,111
FCSochaux-Montbéliard,Forbach,0,0,1964,31,69,71
GF38,BesançonRC,1,0,1964,31,73,26
GirondinsdeBordeaux,OlympiqueLyonnais,4,0,1964,31,74,96
HavreAC,ASCannes,2,0,1964,31,77,15
LimogesFC,LOSC,1,0,1964,31,83,84
NîmesOlympique,ToulouseFC,1,0,1964,31,90,140
OGCNice,FCNantes,1,2,1964,31,91,65
RCLens,CSSedan,3,1,1964,31,106,40
RedStarFC,USBoulogneCO,1,1,1964,31,112,146
StadedeReims,ValenciennesFC,1,4,1964,31,134,155
StadeFrançais,RCParis,2,3,1964,31,135,107
ASCannes,FCSochaux-Montbéliard,1,2,1964,30,15,69
ASMonaco,OlympiqueLyonnais,0,1,1964,30,20,96
ASSaint-Etienne,GirondinsdeBordeaux,4,0,1964,30,24,74
BesançonRC,RedStarFC,2,3,1964,30,26,112
CSSedan,StadeFrançais,2,0,1964,30,40,135
FCNancy,ASBéziers,2,4,1964,30,64,14
FCNantes,FCRouen1899,7,1,1964,30,65,66
Forbach,LimogesFC,1,1,1964,30,71,83
HavreAC,USBoulogneCO,1,1,1964,30,77,146
LOSC,ASAixoise,1,0,1964,30,84,12
OlympiquedeMarseille,ASCherbourg,2,1,1964,30,94,16
RCParis,StadedeReims,2,1,1964,30,107,134
RCStrasbourg,RCLens,1,2,1964,30,111,106
SCToulon,GF38,3,0,1964,30,122,73
SOMontpelliérain,FCMetz,4,1,1964,30,128,61
StadeRennaisFC,OGCNice,3,1,1964,30,138,91
ToulouseFC,AngersSCO,4,0,1964,30,140,9
ValenciennesFC,NîmesOlympique,1,0,1964,30,155,90
ASCherbourg,ASBéziers,1,1,1964,3,16,14
ASSaint-Etienne,ASMonaco,4,1,1964,3,24,20
BesançonRC,FCSochaux-Montbéliard,3,1,1964,3,26,69
CSSedan,GirondinsdeBordeaux,2,4,1964,3,40,74
FCNancy,LOSC,1,2,1964,3,64,84
FCNantes,ValenciennesFC,3,1,1964,3,65,155
