#### Nbr journees max, nbr equipes, nbr matchs
38, 159, 58715
#### Equipe 1, Equipe 2, Score 1, Score 2, Annee, journee, ID team 1, ID team 2
SMCaen,OGCNice,2,0,2016,23,123,91
StadeBrestois29,ParisFC,1,0,2016,23,131,99
StadeLavallois,ChamoisNiortais,0,0,2016,23,136,31
ToulouseFC,EAGuingamp,1,2,2016,23,140,45
ToursFC,ACAjaccio,1,1,2016,23,141,2
USCréteil-Lusitanos,DijonFCO,0,1,2016,23,147,43
ValenciennesFC,RedStarFC,0,0,2016,23,155,112
ACAjaccio,StadeBrestois29,2,1,2016,22,2,131
AJAuxerre,ToursFC,2,1,2016,22,6,141
ASMonaco,ToulouseFC,4,0,2016,22,20,140
ASNancyLorraine,NîmesOlympique,3,4,2016,22,21,90
ChamoisNiortais,EvianTGFC,0,3,2016,22,31,51
ClermontFoot,HavreAC,2,1,2016,22,34,77
EAGuingamp,SCBastia,1,0,2016,22,45,118
FBBP01,ValenciennesFC,0,0,2016,22,53,155
FCMetz,USCréteil-Lusitanos,2,1,2016,22,61,147
FCNantes,GirondinsdeBordeaux,2,2,2016,22,65,74
LOSC,ESTACTroyes,1,3,2016,22,84,49
MontpellierHéraultSC,SMCaen,1,2,2016,22,88,123
OGCNice,FCLorient,2,1,2016,22,91,59
OlympiqueLyonnais,OlympiquedeMarseille,1,1,2016,22,96,94
ParisFC,FCSochaux-Montbéliard,0,0,2016,22,99,69
ParisSaint-Germain,AngersSCO,5,1,2016,22,101,9
RCLens,DijonFCO,1,1,2016,22,106,43
RedStarFC,StadeLavallois,2,0,2016,22,112,136
StadedeReims,ASSaint-Etienne,1,1,2016,22,134,24
StadeRennaisFC,GazélecFCAjaccio,1,0,2016,22,138,72
ASSaint-Etienne,OlympiqueLyonnais,1,0,2016,21,24,96
DijonFCO,FBBP01,3,0,2016,21,43,53
EAGuingamp,FCNantes,2,2,2016,21,45,65
ESTACTroyes,StadeRennaisFC,2,4,2016,21,49,138
EvianTGFC,ACAjaccio,0,2,2016,21,51,2
FCLorient,ASMonaco,0,2,2016,21,59,20
FCSochaux-Montbéliard,ChamoisNiortais,2,3,2016,21,69,31
GazélecFCAjaccio,StadedeReims,2,2,2016,21,72,134
GirondinsdeBordeaux,LOSC,1,0,2016,21,74,84
HavreAC,ParisFC,2,1,2016,21,77,99
NîmesOlympique,ClermontFoot,6,2,2016,21,90,34
OGCNice,AngersSCO,2,1,2016,21,91,9
SCBastia,MontpellierHéraultSC,1,0,2016,21,118,88
SMCaen,OlympiquedeMarseille,1,3,2016,21,123,94
StadeBrestois29,ASNancyLorraine,1,1,2016,21,131,21
StadeLavallois,AJAuxerre,4,1,2016,21,136,6
ToulouseFC,ParisSaint-Germain,0,1,2016,21,140,101
ToursFC,RedStarFC,0,0,2016,21,141,112
USCréteil-Lusitanos,RCLens,1,1,2016,21,147,106
ValenciennesFC,FCMetz,2,1,2016,21,155,61
ACAjaccio,HavreAC,1,1,2016,20,2,77
AJAuxerre,ValenciennesFC,1,1,2016,20,6,155
AngersSCO,SMCaen,2,0,2016,20,9,123
ASMonaco,GazélecFCAjaccio,2,2,2016,20,20,72
ASNancyLorraine,StadeLavallois,1,0,2016,20,21,136
ChamoisNiortais,DijonFCO,2,2,2016,20,31,43
ClermontFoot,EvianTGFC,4,1,2016,20,34,51
FBBP01,USCréteil-Lusitanos,5,1,2016,20,53,147
FCMetz,FCSochaux-Montbéliard,1,0,2016,20,61,69
FCNantes,ASSaint-Etienne,2,1,2016,20,65,24
LOSC,OGCNice,1,1,2016,20,84,91
MontpellierHéraultSC,GirondinsdeBordeaux,0,1,2016,20,88,74
NîmesOlympique,StadeBrestois29,2,0,2016,20,90,131
OlympiquedeMarseille,EAGuingamp,0,0,2016,20,94,45
OlympiqueLyonnais,ESTACTroyes,4,1,2016,20,96,49
ParisFC,ToursFC,1,3,2016,20,99,141
ParisSaint-Germain,SCBastia,2,0,2016,20,101,118
RedStarFC,RCLens,1,2,2016,20,112,106
StadedeReims,ToulouseFC,1,3,2016,20,134,140
StadeRennaisFC,FCLorient,2,2,2016,20,138,59
AngersSCO,FCNantes,0,0,2016,2,9,65
ASMonaco,LOSC,0,0,2016,2,20,84
ASSaint-Etienne,GirondinsdeBordeaux,1,1,2016,2,24,74
DijonFCO,ChamoisNiortais,3,0,2016,2,43,31
EAGuingamp,OlympiqueLyonnais,0,1,2016,2,45,96
ESTACTroyes,OGCNice,3,3,2016,2,49,91
EvianTGFC,ClermontFoot,2,2,2016,2,51,34
FCLorient,SCBastia,1,1,2016,2,59,118
FCSochaux-Montbéliard,FCMetz,0,1,2016,2,69,61
HavreAC,ACAjaccio,1,0,2016,2,77,2
ParisSaint-Germain,GazélecFCAjaccio,2,0,2016,2,101,72
RCLens,RedStarFC,1,1,2016,2,106,112
SMCaen,ToulouseFC,1,0,2016,2,123,140
StadeBrestois29,NîmesOlympique,2,0,2016,2,131,90
StadedeReims,OlympiquedeMarseille,1,0,2016,2,134,94
StadeLavallois,ASNancyLorraine,0,1,2016,2,136,21
StadeRennaisFC,MontpellierHéraultSC,1,0,2016,2,138,88
ToursFC,ParisFC,0,0,2016,2,141,99
USCréteil-Lusitanos,FBBP01,2,1,2016,2,147,53
ValenciennesFC,AJAuxerre,0,0,2016,2,155,6
ASSaint-Etienne,AngersSCO,1,0,2016,19,24,9
DijonFCO,RedStarFC,0,0,2016,19,43,112
EAGuingamp,StadeRennaisFC,0,2,2016,19,45,138
ESTACTroyes,ASMonaco,0,0,2016,19,49,20
EvianTGFC,ASNancyLorraine,0,1,2016,19,51,21
FCLorient,FCNantes,0,0,2016,19,59,65
FCSochaux-Montbéliard,ACAjaccio,3,0,2016,19,69,2
GazélecFCAjaccio,OlympiqueLyonnais,2,1,2016,19,72,96
GirondinsdeBordeaux,OlympiquedeMarseille,1,1,2016,19,74,94
HavreAC,AJAuxerre,1,0,2016,19,77,6
OGCNice,MontpellierHéraultSC,1,0,2016,19,91,88
RCLens,FBBP01,2,0,2016,19,106,53
SCBastia,StadedeReims,2,0,2016,19,118,134
SMCaen,ParisSaint-Germain,0,3,2016,19,123,101
StadeBrestois29,ClermontFoot,1,2,2016,19,131,34
StadeLavallois,NîmesOlympique,3,2,2016,19,136,90
ToulouseFC,LOSC,1,1,2016,19,140,84
ToursFC,FCMetz,2,0,2016,19,141,61
USCréteil-Lusitanos,ChamoisNiortais,2,3,2016,19,147,31
ValenciennesFC,ParisFC,1,1,2016,19,155,99
ACAjaccio,USCréteil-Lusitanos,3,0,2016,18,2,147
AJAuxerre,FCSochaux-Montbéliard,2,1,2016,18,6,69
AngersSCO,GirondinsdeBordeaux,1,1,2016,18,9,74
ASMonaco,ASSaint-Etienne,1,0,2016,18,20,24
ASNancyLorraine,ValenciennesFC,1,0,2016,18,21,155
ChamoisNiortais,ToursFC,0,0,2016,18,31,141
ClermontFoot,StadeLavallois,4,1,2016,18,34,136
ESTACTroyes,SCBastia,1,1,2016,18,49,118
EvianTGFC,StadeBrestois29,0,2,2016,18,51,131
FBBP01,RedStarFC,0,1,2016,18,53,112
FCMetz,DijonFCO,1,2,2016,18,61,43
FCNantes,ToulouseFC,1,1,2016,18,65,140
LOSC,FCLorient,3,0,2016,18,84,59
MontpellierHéraultSC,EAGuingamp,2,1,2016,18,88,45
NîmesOlympique,HavreAC,2,2,2016,18,90,77
OlympiquedeMarseille,GazélecFCAjaccio,1,1,2016,18,94,72
ParisFC,RCLens,0,1,2016,18,99,106
ParisSaint-Germain,OlympiqueLyonnais,5,1,2016,18,101,96
StadedeReims,OGCNice,1,1,2016,18,134,91
StadeRennaisFC,SMCaen,1,1,2016,18,138,123
ASSaint-Etienne,StadeRennaisFC,1,1,2016,17,24,138
DijonFCO,AJAuxerre,0,0,2016,17,43,6
FBBP01,ChamoisNiortais,2,1,2016,17,53,31
FCSochaux-Montbéliard,ASNancyLorraine,2,2,2016,17,69,21
GazélecFCAjaccio,FCNantes,1,1,2016,17,72,65
GirondinsdeBordeaux,EAGuingamp,1,0,2016,17,74,45
HavreAC,EvianTGFC,3,2,2016,17,77,51
OGCNice,ParisSaint-Germain,0,3,2016,17,91,101
OlympiquedeMarseille,MontpellierHéraultSC,2,2,2016,17,94,88
OlympiqueLyonnais,AngersSCO,0,2,2016,17,96,9
RCLens,NîmesOlympique,1,0,2016,17,106,90
RedStarFC,FCMetz,3,1,2016,17,112,61
SCBastia,ASMonaco,1,2,2016,17,118,20
SMCaen,LOSC,1,2,2016,17,123,84
StadedeReims,ESTACTroyes,1,1,2016,17,134,49
StadeLavallois,StadeBrestois29,2,0,2016,17,136,131
ToulouseFC,FCLorient,2,3,2016,17,140,59
ToursFC,ClermontFoot,1,1,2016,17,141,34
USCréteil-Lusitanos,ParisFC,0,0,2016,17,147,99
ValenciennesFC,ACAjaccio,1,1,2016,17,155,2
ACAjaccio,RCLens,1,1,2016,16,2,106
AJAuxerre,USCréteil-Lusitanos,3,1,2016,16,6,147
AngersSCO,ParisSaint-Germain,0,0,2016,16,9,101
ASMonaco,SMCaen,1,1,2016,16,20,123
ASNancyLorraine,HavreAC,3,1,2016,16,21,77
ChamoisNiortais,RedStarFC,0,0,2016,16,31,112
ClermontFoot,ValenciennesFC,2,0,2016,16,34,155
EAGuingamp,StadedeReims,1,2,2016,16,45,134
ESTACTroyes,ToulouseFC,0,3,2016,16,49,140
EvianTGFC,StadeLavallois,0,0,2016,16,51,136
FCLorient,OGCNice,0,0,2016,16,59,91
FCMetz,FBBP01,5,0,2016,16,61,53
FCNantes,OlympiqueLyonnais,0,0,2016,16,65,96
LOSC,ASSaint-Etienne,1,0,2016,16,84,24
MontpellierHéraultSC,GazélecFCAjaccio,0,2,2016,16,88,72
NîmesOlympique,ToursFC,2,1,2016,16,90,141
ParisFC,DijonFCO,0,3,2016,16,99,43
SCBastia,GirondinsdeBordeaux,1,0,2016,16,118,74
StadeBrestois29,FCSochaux-Montbéliard,1,0,2016,16,131,69
StadeRennaisFC,OlympiquedeMarseille,0,1,2016,16,138,94
AngersSCO,LOSC,2,0,2016,15,9,84
ASSaint-Etienne,EAGuingamp,3,0,2016,15,24,45
DijonFCO,ClermontFoot,4,1,2016,15,43,34
FBBP01,ParisFC,4,1,2016,15,53,99
FCMetz,AJAuxerre,0,1,2016,15,61,6
FCNantes,SCBastia,0,0,2016,15,65,118
FCSochaux-Montbéliard,StadeLavallois,0,0,2016,15,69,136
GazélecFCAjaccio,FCLorient,1,1,2016,15,72,59
GirondinsdeBordeaux,SMCaen,1,4,2016,15,74,123
HavreAC,StadeBrestois29,0,0,2016,15,77,131
OlympiquedeMarseille,ASMonaco,3,3,2016,15,94,20
OlympiqueLyonnais,MontpellierHéraultSC,2,4,2016,15,96,88
ParisSaint-Germain,ESTACTroyes,4,1,2016,15,101,49
RCLens,ChamoisNiortais,1,1,2016,15,106,31
RedStarFC,ACAjaccio,1,1,2016,15,112,2
StadedeReims,StadeRennaisFC,2,2,2016,15,134,138
ToulouseFC,OGCNice,2,0,2016,15,140,91
ToursFC,EvianTGFC,2,1,2016,15,141,51
USCréteil-Lusitanos,ASNancyLorraine,0,3,2016,15,147,21
ValenciennesFC,NîmesOlympique,2,2,2016,15,155,90
ACAjaccio,FBBP01,2,0,2016,14,2,53
AJAuxerre,RCLens,1,2,2016,14,6,106
ASMonaco,FCNantes,1,0,2016,14,20,65
ASNancyLorraine,DijonFCO,3,1,2016,14,21,43
ASSaint-Etienne,OlympiquedeMarseille,0,2,2016,14,24,94
ChamoisNiortais,FCMetz,1,1,2016,14,31,61
ClermontFoot,USCréteil-Lusitanos,1,0,2016,14,34,147
EAGuingamp,ToulouseFC,2,0,2016,14,45,140
ESTACTroyes,LOSC,1,1,2016,14,49,84
EvianTGFC,ValenciennesFC,4,0,2016,14,51,155
FCLorient,ParisSaint-Germain,1,2,2016,14,59,101
MontpellierHéraultSC,StadedeReims,3,1,2016,14,88,134
NîmesOlympique,FCSochaux-Montbéliard,0,2,2016,14,90,69
OGCNice,OlympiqueLyonnais,3,0,2016,14,91,96
ParisFC,RedStarFC,0,1,2016,14,99,112
SCBastia,GazélecFCAjaccio,1,2,2016,14,118,72
SMCaen,AngersSCO,0,0,2016,14,123,9
StadeBrestois29,ToursFC,3,0,2016,14,131,141
StadeLavallois,HavreAC,0,1,2016,14,136,77
StadeRennaisFC,GirondinsdeBordeaux,2,2,2016,14,138,74
AngersSCO,StadeRennaisFC,0,2,2016,13,9,138
ChamoisNiortais,ACAjaccio,3,1,2016,13,31,2
DijonFCO,StadeBrestois29,3,1,2016,13,43,131
FBBP01,AJAuxerre,1,1,2016,13,53,6
FCLorient,ESTACTroyes,4,1,2016,13,59,49
FCMetz,ParisFC,2,1,2016,13,61,99
FCSochaux-Montbéliard,EvianTGFC,1,0,2016,13,69,51
GirondinsdeBordeaux,ASMonaco,3,1,2016,13,74,20
LOSC,SCBastia,1,1,2016,13,84,118
MontpellierHéraultSC,FCNantes,2,1,2016,13,88,65
OlympiquedeMarseille,OGCNice,0,1,2016,13,94,91
OlympiqueLyonnais,ASSaint-Etienne,3,0,2016,13,96,24
ParisSaint-Germain,ToulouseFC,5,0,2016,13,101,140
RCLens,ASNancyLorraine,1,0,2016,13,106,21
RedStarFC,ClermontFoot,2,1,2016,13,112,34
SMCaen,EAGuingamp,2,1,2016,13,123,45
StadedeReims,GazélecFCAjaccio,1,2,2016,13,134,72
ToursFC,HavreAC,0,1,2016,13,141,77
USCréteil-Lusitanos,NîmesOlympique,1,2,2016,13,147,90
ValenciennesFC,StadeLavallois,0,0,2016,13,155,136
ACAjaccio,FCMetz,0,1,2016,12,2,61
AJAuxerre,RedStarFC,0,1,2016,12,6,112
ASMonaco,AngersSCO,1,0,2016,12,20,9
ASNancyLorraine,FBBP01,3,1,2016,12,21,53
ASSaint-Etienne,StadedeReims,3,0,2016,12,24,134
ClermontFoot,RCLens,2,2,2016,12,34,106
EAGuingamp,FCLorient,2,2,2016,12,45,59
ESTACTroyes,OlympiqueLyonnais,0,1,2016,12,49,96
EvianTGFC,USCréteil-Lusitanos,1,2,2016,12,51,147
FCNantes,OlympiquedeMarseille,0,1,2016,12,65,94
GazélecFCAjaccio,GirondinsdeBordeaux,2,0,2016,12,72,74
HavreAC,FCSochaux-Montbéliard,2,1,2016,12,77,69
NîmesOlympique,DijonFCO,1,1,2016,12,90,43
OGCNice,LOSC,0,0,2016,12,91,84
ParisFC,ChamoisNiortais,1,1,2016,12,99,31
SCBastia,SMCaen,1,0,2016,12,118,123
StadeBrestois29,ValenciennesFC,1,2,2016,12,131,155
StadeLavallois,ToursFC,1,1,2016,12,136,141
StadeRennaisFC,ParisSaint-Germain,0,1,2016,12,138,101
ToulouseFC,MontpellierHéraultSC,1,1,2016,12,140,88
AngersSCO,EAGuingamp,0,0,2016,11,9,45
ChamoisNiortais,AJAuxerre,2,3,2016,11,31,6
DijonFCO,EvianTGFC,1,3,2016,11,43,51
FBBP01,NîmesOlympique,4,2,2016,11,53,90
FCLorient,StadeRennaisFC,1,1,2016,11,59,138
FCMetz,ClermontFoot,2,2,2016,11,61,34
FCSochaux-Montbéliard,ToursFC,0,0,2016,11,69,141
GazélecFCAjaccio,OGCNice,3,1,2016,11,72,91
GirondinsdeBordeaux,ESTACTroyes,1,0,2016,11,74,49
LOSC,OlympiquedeMarseille,1,2,2016,11,84,94
MontpellierHéraultSC,SCBastia,2,0,2016,11,88,118
OlympiqueLyonnais,ToulouseFC,3,0,2016,11,96,140
ParisFC,ACAjaccio,0,0,2016,11,99,2
ParisSaint-Germain,ASSaint-Etienne,4,1,2016,11,101,24
RCLens,StadeLavallois,1,1,2016,11,106,136
RedStarFC,ASNancyLorraine,0,1,2016,11,112,21
SMCaen,FCNantes,0,2,2016,11,123,65
StadedeReims,ASMonaco,0,1,2016,11,134,20
USCréteil-Lusitanos,StadeBrestois29,0,2,2016,11,147,131
ValenciennesFC,HavreAC,0,1,2016,11,155,77
AJAuxerre,ParisFC,2,0,2016,10,6,99
ASMonaco,OlympiqueLyonnais,1,1,2016,10,20,96
ASNancyLorraine,ACAjaccio,3,0,2016,10,21,2
ASSaint-Etienne,GazélecFCAjaccio,2,0,2016,10,24,72
ClermontFoot,FBBP01,3,2,2016,10,34,53
EAGuingamp,LOSC,1,1,2016,10,45,84
EvianTGFC,RCLens,2,1,2016,10,51,106
FCNantes,ESTACTroyes,3,0,2016,10,65,49
FCSochaux-Montbéliard,ValenciennesFC,1,0,2016,10,69,155
GirondinsdeBordeaux,MontpellierHéraultSC,0,0,2016,10,74,88
HavreAC,ChamoisNiortais,0,0,2016,10,77,31
NîmesOlympique,RedStarFC,1,1,2016,10,90,112
OlympiquedeMarseille,FCLorient,1,1,2016,10,94,59
SCBastia,ParisSaint-Germain,0,2,2016,10,118,101
StadeBrestois29,FCMetz,1,1,2016,10,131,61
StadedeReims,SMCaen,0,1,2016,10,134,123
StadeLavallois,USCréteil-Lusitanos,3,2,2016,10,136,147
StadeRennaisFC,OGCNice,1,4,2016,10,138,91
ToulouseFC,AngersSCO,1,2,2016,10,140,9
ToursFC,DijonFCO,1,0,2016,10,141,43
ACAjaccio,DijonFCO,0,0,2016,1,2,43
AJAuxerre,StadeBrestois29,0,0,2016,1,6,131
ASNancyLorraine,ToursFC,0,0,2016,1,21,141
ChamoisNiortais,ValenciennesFC,0,1,2016,1,31,155
ClermontFoot,FCSochaux-Montbéliard,0,0,2016,1,34,69
ESTACTroyes,GazélecFCAjaccio,0,0,2016,1,49,72
FBBP01,HavreAC,1,3,2016,1,53,77
FCMetz,RCLens,0,0,2016,1,61,106
FCNantes,EAGuingamp,1,0,2016,1,65,45
GirondinsdeBordeaux,StadedeReims,1,2,2016,1,74,134
LOSC,ParisSaint-Germain,0,1,2016,1,84,101
MontpellierHéraultSC,AngersSCO,0,2,2016,1,88,9
NîmesOlympique,EvianTGFC,0,0,2016,1,90,51
OGCNice,ASMonaco,1,2,2016,1,91,20
OlympiquedeMarseille,SMCaen,0,1,2016,1,94,123
OlympiqueLyonnais,FCLorient,0,0,2016,1,96,59
ParisFC,StadeLavallois,1,1,2016,1,99,136
RedStarFC,USCréteil-Lusitanos,0,1,2016,1,112,147
SCBastia,StadeRennaisFC,2,1,2016,1,118,138
ToulouseFC,ASSaint-Etienne,2,1,2016,1,140,24
AJAuxerre,ACArlesAvignon,2,1,2015,9,6,3
ASSaint-Etienne,ToulouseFC,0,1,2015,9,24,140
ChamoisNiortais,AngersSCO,2,1,2015,9,31,9
Châteauroux,StadeBrestois29,1,1,2015,9,32,131
ClermontFoot,ESTACTroyes,1,0,2015,9,34,49
EAGuingamp,FCNantes,0,1,2015,9,45,65
EvianTGFC,FCMetz,3,0,2015,9,51,61
GazélecFCAjaccio,NîmesOlympique,2,0,2015,9,72,90
HavreAC,DijonFCO,1,0,2015,9,77,43
OGCNice,MontpellierHéraultSC,1,1,2015,9,91,88
OlympiqueLyonnais,LOSC,3,0,2015,9,96,84
ParisSaint-Germain,ASMonaco,1,1,2015,9,101,20
SCBastia,FCLorient,0,2,2015,9,118,59
SMCaen,OlympiquedeMarseille,1,2,2015,9,123,94
StadedeReims,GirondinsdeBordeaux,1,0,2015,9,134,74
StadeLavallois,ASNancyLorraine,1,1,2015,9,136,21
StadeRennaisFC,RCLens,2,0,2015,9,138,106
ToursFC,FCSochaux-Montbéliard,0,1,2015,9,141,69
USCréteil-Lusitanos,ACAjaccio,3,2,2015,9,147,2
ValenciennesFC,USOrléans,2,0,2015,9,155,152
ACAjaccio,HavreAC,0,1,2015,8,2,77
ACArlesAvignon,StadeLavallois,2,3,2015,8,3,136
AngersSCO,AJAuxerre,0,0,2015,8,9,6
ASMonaco,OGCNice,0,1,2015,8,20,91
ASNancyLorraine,ToursFC,2,1,2015,8,21,141
DijonFCO,USCréteil-Lusitanos,2,1,2015,8,43,147
ESTACTroyes,ChamoisNiortais,4,1,2015,8,49,31
FCLorient,EvianTGFC,0,2,2015,8,59,51
FCMetz,StadedeReims,3,0,2015,8,61,134
FCNantes,OlympiqueLyonnais,1,1,2015,8,65,96
FCSochaux-Montbéliard,StadeBrestois29,0,0,2015,8,69,131
GirondinsdeBordeaux,StadeRennaisFC,2,1,2015,8,74,138
LOSC,SCBastia,1,0,2015,8,84,118
MontpellierHéraultSC,EAGuingamp,2,1,2015,8,88,45
NîmesOlympique,Châteauroux,1,0,2015,8,90,32
OlympiquedeMarseille,ASSaint-Etienne,2,1,2015,8,94,24
RCLens,SMCaen,0,0,2015,8,106,123
ToulouseFC,ParisSaint-Germain,1,1,2015,8,140,101
USOrléans,GazélecFCAjaccio,0,1,2015,8,152,72
ValenciennesFC,ClermontFoot,2,1,2015,8,155,34
AJAuxerre,ACAjaccio,1,1,2015,7,6,2
ASSaint-Etienne,GirondinsdeBordeaux,1,1,2015,7,24,74
ChamoisNiortais,ValenciennesFC,3,0,2015,7,31,155
Châteauroux,ASNancyLorraine,2,5,2015,7,32,21
EAGuingamp,FCMetz,0,1,2015,7,45,61
EvianTGFC,RCLens,2,1,2015,7,51,106
FCSochaux-Montbéliard,NîmesOlympique,2,0,2015,7,69,90
GazélecFCAjaccio,DijonFCO,2,0,2015,7,72,43
HavreAC,ESTACTroyes,3,2,2015,7,77,49
MontpellierHéraultSC,ASMonaco,0,1,2015,7,88,20
OGCNice,LOSC,1,0,2015,7,91,84
OlympiqueLyonnais,FCLorient,4,0,2015,7,96,59
SCBastia,FCNantes,0,0,2015,7,118,65
SMCaen,ParisSaint-Germain,0,2,2015,7,123,101
StadeBrestois29,ACArlesAvignon,1,0,2015,7,131,3
StadedeReims,OlympiquedeMarseille,0,5,2015,7,134,94
StadeLavallois,AngersSCO,3,2,2015,7,136,9
StadeRennaisFC,ToulouseFC,0,3,2015,7,138,140
ToursFC,USOrléans,4,3,2015,7,141,152
USCréteil-Lusitanos,ClermontFoot,2,2,2015,7,147,34
ACAjaccio,Châteauroux,1,1,2015,6,2,32
ACArlesAvignon,ToursFC,1,0,2015,6,3,141
AngersSCO,GazélecFCAjaccio,2,0,2015,6,9,72
ASMonaco,EAGuingamp,1,0,2015,6,20,45
ASNancyLorraine,FCSochaux-Montbéliard,1,1,2015,6,21,69
ClermontFoot,HavreAC,1,0,2015,6,34,77
DijonFCO,ChamoisNiortais,1,0,2015,6,43,31
ESTACTroyes,AJAuxerre,1,2,2015,6,49,6
FCLorient,StadedeReims,0,1,2015,6,59,134
FCMetz,SCBastia,3,1,2015,6,61,118
FCNantes,OGCNice,2,1,2015,6,65,91
GirondinsdeBordeaux,EvianTGFC,2,1,2015,6,74,51
LOSC,MontpellierHéraultSC,0,0,2015,6,84,88
NîmesOlympique,StadeBrestois29,0,0,2015,6,90,131
OlympiquedeMarseille,StadeRennaisFC,3,0,2015,6,94,138
ParisSaint-Germain,OlympiqueLyonnais,1,1,2015,6,101,96
RCLens,ASSaint-Etienne,0,1,2015,6,106,24
ToulouseFC,SMCaen,3,3,2015,6,140,123
USOrléans,StadeLavallois,1,1,2015,6,152,136
ValenciennesFC,USCréteil-Lusitanos,1,1,2015,6,155,147
AJAuxerre,ValenciennesFC,1,2,2015,5,6,155
ASSaint-Etienne,SMCaen,1,0,2015,5,24,123
ChamoisNiortais,ClermontFoot,0,0,2015,5,31,34
Châteauroux,USOrléans,0,0,2015,5,32,152
EAGuingamp,GirondinsdeBordeaux,2,1,2015,5,45,74
EvianTGFC,OlympiquedeMarseille,1,3,2015,5,51,94
FCSochaux-Montbéliard,DijonFCO,0,1,2015,5,69,43
GazélecFCAjaccio,ESTACTroyes,0,4,2015,5,72,49
HavreAC,USCréteil-Lusitanos,1,1,2015,5,77,147
LOSC,FCNantes,2,0,2015,5,84,65
MontpellierHéraultSC,FCLorient,1,0,2015,5,88,59
NîmesOlympique,ACArlesAvignon,2,2,2015,5,90,3
OGCNice,FCMetz,1,0,2015,5,91,61
OlympiqueLyonnais,ASMonaco,2,1,2015,5,96,20
SCBastia,RCLens,1,1,2015,5,118,106
StadeBrestois29,ASNancyLorraine,2,0,2015,5,131,21
StadedeReims,ToulouseFC,2,0,2015,5,134,140
StadeLavallois,ACAjaccio,0,0,2015,5,136,2
StadeRennaisFC,ParisSaint-Germain,1,1,2015,5,138,101
ToursFC,AngersSCO,1,2,2015,5,141,9
ACAjaccio,ToursFC,1,0,2015,4,2,141
ACArlesAvignon,FCSochaux-Montbéliard,2,2,2015,4,3,69
AngersSCO,Châteauroux,1,1,2015,4,9,32
ASMonaco,LOSC,1,1,2015,4,20,84
ASNancyLorraine,NîmesOlympique,0,0,2015,4,21,90
ClermontFoot,GazélecFCAjaccio,3,4,2015,4,34,72
DijonFCO,AJAuxerre,1,0,2015,4,43,6
ESTACTroyes,StadeLavallois,0,0,2015,4,49,136
FCLorient,EAGuingamp,4,0,2015,4,59,45
FCMetz,OlympiqueLyonnais,2,1,2015,4,61,96
FCNantes,MontpellierHéraultSC,1,0,2015,4,65,88
GirondinsdeBordeaux,SCBastia,1,1,2015,4,74,118
OlympiquedeMarseille,OGCNice,4,0,2015,4,94,91
ParisSaint-Germain,ASSaint-Etienne,5,0,2015,4,101,24
RCLens,StadedeReims,4,2,2015,4,106,134
SMCaen,StadeRennaisFC,0,1,2015,4,123,138
ToulouseFC,EvianTGFC,1,0,2015,4,140,51
USCréteil-Lusitanos,ChamoisNiortais,1,1,2015,4,147,31
USOrléans,StadeBrestois29,1,0,2015,4,152,131
ValenciennesFC,HavreAC,0,4,2015,4,155,77
ACAjaccio,ACArlesAvignon,2,1,2015,38,2,3
AngersSCO,NîmesOlympique,3,0,2015,38,9,90
ASSaint-Etienne,EAGuingamp,2,1,2015,38,24,45
ChamoisNiortais,StadeLavallois,0,3,2015,38,31,136
ClermontFoot,StadeBrestois29,1,0,2015,38,34,131
DijonFCO,ASNancyLorraine,3,1,2015,38,43,21
ESTACTroyes,Châteauroux,4,1,2015,38,49,32
FCLorient,ASMonaco,0,1,2015,38,59,20
FCMetz,LOSC,1,4,2015,38,61,84
GirondinsdeBordeaux,MontpellierHéraultSC,2,1,2015,38,74,88
HavreAC,AJAuxerre,2,1,2015,38,77,6
OlympiquedeMarseille,SCBastia,3,0,2015,38,94,118
ParisSaint-Germain,StadedeReims,3,2,2015,38,101,134
RCLens,FCNantes,1,0,2015,38,106,65
SMCaen,EvianTGFC,3,2,2015,38,123,51
StadeRennaisFC,OlympiqueLyonnais,0,1,2015,38,138,96
ToulouseFC,OGCNice,2,3,2015,38,140,91
USCréteil-Lusitanos,ToursFC,1,4,2015,38,147,141
USOrléans,FCSochaux-Montbéliard,1,0,2015,38,152,69
ValenciennesFC,GazélecFCAjaccio,2,1,2015,38,155,72
ACArlesAvignon,USOrléans,4,1,2015,37,3,152
AJAuxerre,USCréteil-Lusitanos,2,2,2015,37,6,147
ASMonaco,FCMetz,2,0,2015,37,20,61
ASNancyLorraine,AngersSCO,0,0,2015,37,21,9
Châteauroux,HavreAC,0,0,2015,37,32,77
EAGuingamp,ToulouseFC,2,1,2015,37,45,140
EvianTGFC,ASSaint-Etienne,1,2,2015,37,51,24
FCNantes,FCLorient,1,1,2015,37,65,59
FCSochaux-Montbéliard,ValenciennesFC,1,1,2015,37,69,155
GazélecFCAjaccio,ChamoisNiortais,3,2,2015,37,72,31
LOSC,OlympiquedeMarseille,0,4,2015,37,84,94
MontpellierHéraultSC,ParisSaint-Germain,1,2,2015,37,88,101
NîmesOlympique,ACAjaccio,1,1,2015,37,90,2
OGCNice,RCLens,2,1,2015,37,91,106
OlympiqueLyonnais,GirondinsdeBordeaux,1,1,2015,37,96,74
SCBastia,SMCaen,1,1,2015,37,118,123
StadeBrestois29,ESTACTroyes,2,1,2015,37,131,49
StadedeReims,StadeRennaisFC,1,0,2015,37,134,138
